country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Germany,2016,DEU,82331432.0,3735419092992.0,12.663,0.154,801.745,3.66,0.459,796.912,5.971,0.755,9.679,0.213,0.207,9.738,0.215,0.209,329.449,4.001,909.227,11.043,0.243,1140.093,89745.922,89431.711,63391.449,83.657,6322.42,-74.699,18554.85,253.455,46675.777,1.029,2.34,0.028,169.476,2.058,10.305,10.166,-4.832,-0.059,51.6,0.627,37.8,0.459,279.118,3.39,0.106,8.698,3842.884,0.854,2.261,1.989,2.3,3.079,5.775,3.846,8.674,0.494,2.923,-0.01,3.406,3.097,0.625,2.432,-0.105,2.325,2.895,3.058,0.004,0.039,0.045,0.002,836.97,848.45,107.482,13.406
Germany,2017,DEU,82624368.0,3827498221568.0,13.408,0.162,785.986,-15.759,-1.966,781.653,-15.259,-1.915,9.46,0.204,0.201,9.513,0.205,0.202,310.775,3.761,898.094,10.87,0.235,1153.501,90531.906,90213.367,63702.227,85.917,6493.848,-79.032,18834.289,262.131,47112.898,1.017,2.26,0.027,171.428,2.075,10.06,9.92,-4.333,-0.052,51.15,0.619,36.71,0.444,279.439,3.382,0.105,8.676,3892.673,0.891,2.182,1.926,2.145,2.994,5.694,3.813,8.547,0.496,2.906,-0.01,3.382,3.089,0.583,2.407,-0.095,2.287,2.865,3.027,0.004,0.039,0.046,0.002,819.67,831.16,112.108,14.263
Germany,2018,DEU,82896696.0,3885961314304.0,13.228,0.16,754.811,-31.175,-3.966,745.749,-35.904,-4.593,8.996,0.192,0.197,9.105,0.194,0.199,295.686,3.567,883.259,10.655,0.227,1166.729,91286.719,90959.109,63997.91,87.915,6663.421,-88.094,19099.785,270.96,45781.406,0.977,1.998,0.024,169.574,2.046,9.681,9.542,-9.062,-0.109,49.6,0.598,34.84,0.42,265.495,3.203,0.107,8.829,3795.127,0.845,2.053,1.817,2.008,2.91,5.611,3.779,8.42,0.496,2.886,-0.011,3.355,3.083,0.491,2.262,-0.211,2.164,2.913,2.995,0.004,0.04,0.046,0.002,791.0,802.49,128.447,17.017
Germany,2019,DEU,83148144.0,,13.287,0.16,707.491,-47.32,-6.269,698.699,-47.05,-6.309,8.403,,0.189,8.509,,0.191,240.115,2.888,841.38,10.119,,1180.015,91994.211,91657.812,64238.027,89.934,6835.945,-96.886,19370.816,279.476,44467.746,,2.019,0.024,172.524,2.075,9.04,8.901,-8.792,-0.106,48.45,0.583,35.03,0.421,271.031,3.26,0.102,8.516,3697.411,0.822,1.91,1.678,1.635,2.829,5.529,3.744,8.292,0.495,2.866,-0.012,3.331,3.073,0.464,2.264,-0.191,2.19,2.79,2.962,0.004,0.04,0.046,0.002,740.08,751.65,133.889,18.924
Germany,2020,DEU,83328992.0,,13.357,0.16,647.252,-60.239,-8.514,638.599,-60.1,-8.602,7.664,,0.185,7.767,,0.188,198.559,2.383,773.277,9.28,,1193.373,92641.461,92296.414,64436.586,91.741,7007.003,-105.539,19625.246,287.515,41377.68,,1.806,0.022,171.058,2.053,8.313,8.175,-8.653,-0.104,46.92,0.563,33.82,0.406,254.431,3.053,0.096,8.039,3447.96,0.818,1.849,1.625,1.396,2.753,5.453,3.71,8.167,0.494,2.847,-0.013,3.312,3.062,0.453,2.264,-0.201,2.334,2.725,2.93,0.004,0.04,0.046,0.002,681.18,692.75,126.025,19.471
Germany,2021,DEU,83408560.0,,13.64,0.164,678.799,31.547,4.874,670.441,31.842,4.986,8.038,,0.189,8.138,,0.191,232.334,2.785,830.51,9.957,,1207.013,93320.266,92966.852,64668.918,93.572,7186.758,-113.897,19868.039,295.962,42555.059,,1.831,0.022,179.755,2.155,,,-8.358,-0.1,,,,,242.793,2.911,0.101,8.447,3549.456,0.806,1.844,1.63,1.551,2.68,5.376,3.676,8.044,0.493,2.829,-0.014,3.289,3.054,0.454,2.269,-0.193,2.109,2.803,2.899,0.004,0.041,0.047,0.002,,,151.711,22.35
Germany,2022,DEU,83369840.0,,12.832,0.154,665.605,-13.194,-1.944,657.516,-12.925,-1.928,7.887,,0.192,7.984,,0.195,242.395,2.907,,,,1219.844,93985.867,93624.367,64911.316,95.408,7338.644,-121.986,20116.223,304.434,40977.492,,1.837,0.022,151.885,1.822,,,-8.089,-0.097,,,,,248.184,2.977,0.102,8.472,3416.287,0.799,1.792,1.586,1.593,2.615,5.301,3.643,7.924,0.492,2.803,-0.015,3.266,3.047,0.462,1.96,-0.188,2.089,2.813,,,,,,,,,
India,2000,IND,1059633664.0,2773211152384.0,45.957,0.043,977.526,27.067,2.848,1168.695,133.121,12.855,1.103,0.421,0.313,0.923,0.352,0.262,572.876,0.541,908.172,0.857,0.327,657.012,18913.451,56261.086,12867.451,117.423,492.565,40042.09,4779.001,,3518.682,1.344,1.973,0.002,43.873,0.041,1.623,1.415,191.169,0.18,595.95,0.562,180.03,0.17,312.847,0.295,,,3728.514,6.37,3.833,3.785,6.222,3.569,1.808,3.243,2.45,1.041,0.404,5.776,1.308,,0.568,0.927,3.556,3.044,,4.288,0.026,0.019,0.049,0.004,1499.0,1719.66,-69.355,-7.095
India,2001,IND,1078970880.0,2906877853696.0,46.74,0.043,990.97,13.443,1.375,1132.352,-36.343,-3.11,1.049,0.39,0.302,0.918,0.341,0.265,582.083,0.539,914.32,0.847,0.315,703.752,19904.422,57393.438,13449.533,119.28,536.134,40183.473,5095.723,,3469.836,1.288,1.857,0.002,43.569,0.04,1.615,1.619,141.383,0.131,597.95,0.554,184.41,0.171,316.721,0.294,,,3743.853,6.199,3.86,3.687,6.286,3.672,1.857,3.25,2.517,1.026,0.423,5.754,1.356,,0.553,0.916,2.807,3.058,,4.304,0.026,0.019,0.05,0.004,1747.32,1742.35,-76.65,-7.735
India,2002,IND,1098313088.0,2989575634944.0,49.111,0.045,1021.664,30.695,3.097,1108.092,-24.26,-2.142,1.009,0.371,0.287,0.93,0.342,0.264,598.597,0.545,928.847,0.846,0.311,752.863,20926.088,58501.535,14048.131,120.882,583.268,40269.902,5420.942,,3519.717,1.293,1.602,0.001,47.134,0.043,1.604,1.609,86.428,0.079,591.45,0.539,178.22,0.162,325.22,0.296,,,3865.751,6.281,3.892,3.503,6.181,3.774,1.905,3.255,2.582,1.012,0.443,5.723,1.404,,0.493,0.961,1.605,3.146,,4.316,0.027,0.02,0.051,0.004,1766.72,1762.14,-92.817,-9.085
India,2003,IND,1117415168.0,3212953780224.0,50.88,0.046,1059.16,37.495,3.67,1172.229,64.137,5.788,1.049,0.365,0.293,0.948,0.33,0.265,625.89,0.56,981.855,0.879,0.306,803.743,21985.246,59673.758,14674.021,122.669,633.256,40382.973,5751.557,,3583.34,1.246,1.787,0.002,49.988,0.045,1.614,1.621,113.07,0.101,600.99,0.538,186.9,0.167,330.615,0.296,,,4004.078,5.916,3.831,3.501,5.948,3.863,1.953,3.259,2.646,0.998,0.463,5.692,1.45,,0.519,0.983,1.938,3.114,,4.325,0.027,0.02,0.052,0.004,1811.43,1803.99,-77.305,-7.299
India,2004,IND,1136264576.0,3454210932736.0,55.545,0.049,1125.096,65.937,6.225,1196.999,24.77,2.113,1.053,0.347,0.275,0.99,0.326,0.259,669.968,0.59,1036.052,0.912,0.3,859.288,23110.342,60870.758,15343.988,124.434,682.841,40454.871,6099.792,,3826.205,1.259,1.765,0.002,49.585,0.044,1.665,1.674,71.903,0.063,609.37,0.536,194.56,0.171,348.234,0.306,,,4347.582,6.181,3.931,3.519,6.16,3.959,2.002,3.264,2.713,0.985,0.481,5.659,1.496,,0.515,0.943,1.333,3.163,,4.334,0.027,0.021,0.053,0.005,1901.54,1892.15,-89.045,-7.914
India,2005,IND,1154638720.0,3709371154432.0,59.687,0.052,1185.674,60.578,5.384,1228.745,31.747,2.652,1.064,0.331,0.267,1.027,0.32,0.258,721.469,0.625,1096.386,0.95,0.296,918.974,24296.016,62099.504,16065.457,126.137,733.279,40497.941,6452.167,,3987.057,1.241,1.704,0.001,50.439,0.044,1.703,1.709,43.071,0.037,621.67,0.538,202.95,0.176,352.376,0.305,,,4603.61,6.192,4.007,3.563,6.244,4.054,2.052,3.269,2.784,0.972,0.498,5.626,1.54,,0.49,0.938,0.88,3.172,,4.346,0.028,0.021,0.054,0.005,1973.19,1966.22,-89.289,-7.531
India,2006,IND,1172373760.0,4024058511360.0,64.905,0.055,1292.485,106.81,9.008,1331.424,102.678,8.356,1.136,0.331,0.275,1.102,0.321,0.267,773.564,0.66,1178.884,1.006,0.293,983.88,25588.5,63430.93,16839.021,127.879,815.859,40536.883,6821.862,,4136.667,1.205,1.741,0.001,82.58,0.07,1.761,1.767,38.939,0.033,631.08,0.538,212.63,0.181,369.694,0.315,,,4849.72,6.174,4.223,3.715,6.341,4.148,2.107,3.278,2.858,0.959,0.533,5.591,1.586,,0.501,1.49,0.744,3.298,,4.357,0.028,0.022,0.055,0.005,2071.63,2064.47,-113.601,-8.789
India,2007,IND,1189691776.0,4355554279424.0,68.333,0.057,1392.506,100.021,7.739,1486.842,155.419,11.673,1.25,0.341,0.283,1.17,0.32,0.265,842.477,0.708,1296.357,1.09,0.298,1052.213,26981.008,64917.77,17681.498,129.721,903.815,40631.219,7213.759,,4423.929,1.208,1.842,0.002,87.956,0.074,1.857,1.865,94.336,0.079,645.31,0.542,223.31,0.188,391.897,0.329,,,5263.111,6.052,4.421,4.124,6.588,4.234,2.165,3.293,2.937,0.949,0.57,5.569,1.635,,0.537,1.535,2.071,3.484,,4.373,0.029,0.023,0.056,0.005,2218.68,2209.3,-96.149,-6.905
India,2008,IND,1206734848.0,4601841975296.0,73.245,0.061,1489.437,96.931,6.961,1637.771,150.929,10.151,1.357,0.356,0.294,1.234,0.324,0.267,910.795,0.755,1380.965,1.144,0.3,1125.458,28470.443,66555.547,18592.293,131.609,994.092,40779.555,7626.992,,4616.339,1.211,1.888,0.002,90.277,0.075,1.915,1.921,148.334,0.123,652.89,0.541,226.8,0.188,413.233,0.342,,,5570.697,6.406,4.648,4.453,6.898,4.33,2.227,3.314,3.022,0.94,0.604,5.553,1.685,,0.564,1.532,3.129,3.688,,4.391,0.029,0.023,0.057,0.005,2318.0,2310.91,-108.472,-7.283
India,2009,IND,1223640192.0,4945730863104.0,81.268,0.066,1612.216,122.779,8.243,1695.097,57.325,3.5,1.385,0.343,0.283,1.318,0.326,0.269,983.947,0.804,1525.243,1.246,0.308,1206.726,30082.66,68250.641,19576.24,133.488,1106.555,40862.434,8059.651,,4892.379,1.21,1.879,0.002,112.463,0.092,2.008,2.02,82.88,0.068,656.67,0.537,235.6,0.193,432.66,0.354,,,5986.512,6.914,5.119,4.615,7.55,4.442,2.297,3.338,3.116,0.931,0.65,5.525,1.739,,0.569,1.956,1.583,3.947,,4.413,0.029,0.024,0.058,0.005,2471.7,2457.28,-86.973,-5.395
India,2010,IND,1240613632.0,5314516615168.0,86.029,0.069,1677.337,65.121,4.039,1795.778,100.682,5.94,1.447,0.338,0.288,1.352,0.316,0.269,1015.983,0.819,1577.666,1.272,0.297,1292.755,31759.996,70046.414,20592.225,135.192,1240.676,40980.875,8499.151,,5033.775,1.175,1.704,0.001,134.121,0.108,2.071,2.081,118.441,0.095,663.02,0.534,243.09,0.196,439.5,0.354,,,6244.97,6.856,5.036,4.666,7.288,4.548,2.365,3.362,3.206,0.921,0.703,5.503,1.79,,0.499,2.166,2.288,3.879,,4.44,0.03,0.025,0.06,0.005,2581.25,2569.05,-99.671,-5.942
India,2011,IND,1257621248.0,5675666636800.0,91.314,0.073,1764.712,87.375,5.209,1862.452,66.674,3.713,1.481,0.328,0.283,1.403,0.311,0.268,1074.385,0.854,1631.101,1.297,0.287,1384.069,33524.711,71908.867,21666.609,137.84,1376.936,41078.617,8959.256,,5236.977,1.16,2.648,0.002,136.26,0.108,2.132,2.083,97.74,0.078,668.18,0.531,248.68,0.198,460.104,0.366,,,6586.134,6.768,5.125,4.697,7.293,4.649,2.434,3.387,3.298,0.917,0.753,5.477,1.843,,0.737,2.138,1.873,4.054,,4.465,0.03,0.026,0.061,0.005,2619.73,2681.72,-133.612,-7.571
India,2012,IND,1274487168.0,5949387964416.0,100.237,0.079,1925.7,160.987,9.123,2086.577,224.125,12.034,1.637,0.351,0.301,1.511,0.324,0.277,1206.452,0.947,1789.875,1.404,0.301,1484.307,35450.41,73995.445,22873.061,141.432,1502.541,41239.492,9449.069,,5447.341,1.167,3.592,0.003,125.605,0.099,2.223,2.178,160.877,0.126,670.17,0.526,249.89,0.196,489.814,0.384,,,6942.567,7.242,5.512,5.18,8.099,4.764,2.51,3.421,3.404,0.918,0.793,5.46,1.899,,0.952,1.932,3.01,4.26,,4.493,0.031,0.026,0.062,0.005,2776.41,2832.7,-135.825,-7.053
India,2013,IND,1291132032.0,6320315957248.0,107.82,0.084,1995.098,69.398,3.604,2212.392,125.815,6.03,1.714,0.35,0.308,1.545,0.316,0.278,1276.383,0.989,1781.389,1.38,0.282,1592.126,37445.508,76207.844,24149.445,144.698,1613.23,41456.789,9946.01,,5555.548,1.135,3.266,0.003,110.689,0.086,2.247,2.2,217.294,0.168,672.31,0.521,248.01,0.192,496.94,0.385,,,7172.946,7.472,5.663,5.518,8.515,4.884,2.587,3.459,3.516,0.916,0.823,5.454,1.953,,0.847,1.693,4.472,4.29,,4.519,0.031,0.027,0.064,0.005,2840.44,2900.89,-213.709,-10.712
India,2014,IND,1307246464.0,6754740994048.0,115.825,0.089,2148.344,153.246,7.681,2247.754,35.363,1.598,1.719,0.333,0.294,1.643,0.318,0.281,1407.057,1.076,1959.819,1.499,0.29,1707.951,39593.852,78455.594,25556.5,148.227,1722.698,41556.199,10458.475,,5857.284,1.134,3.529,0.003,109.467,0.084,2.359,2.312,99.411,0.076,676.35,0.517,250.28,0.191,512.465,0.392,,,7656.914,7.724,6.057,5.525,9.377,5.009,2.67,3.496,3.641,0.916,0.85,5.429,2.008,,0.912,1.647,1.907,4.41,,4.547,0.031,0.028,0.065,0.006,3022.2,3083.57,-188.525,-8.775
India,2015,IND,1322866560.0,7259602550784.0,117.508,0.089,2234.219,85.876,3.997,2386.868,139.113,6.189,1.804,0.329,0.301,1.689,0.308,0.282,1449.587,1.096,2095.201,1.584,0.289,1825.459,41828.074,80842.469,27006.088,152.365,1829.568,41708.844,11014.592,,5988.833,1.091,4.137,0.003,106.871,0.081,2.346,2.299,152.648,0.115,680.55,0.514,253.66,0.192,556.117,0.42,,,7922.428,8.135,6.3,5.808,9.887,5.136,2.754,3.538,3.769,0.919,0.874,5.41,2.068,,1.077,1.575,2.711,4.679,,4.576,0.032,0.03,0.067,0.006,3041.47,3104.05,-139.018,-6.222
India,2016,IND,1338636288.0,7767449403392.0,123.281,0.092,2354.658,120.439,5.391,2519.178,132.31,5.543,1.882,0.324,0.304,1.759,0.303,0.284,1499.401,1.12,2179.22,1.628,0.281,1948.741,44182.73,83361.633,28505.49,156.121,1943.191,41873.363,11629.188,,6184.25,1.066,3.756,0.003,113.622,0.085,2.351,2.328,164.52,0.123,686.7,0.513,253.42,0.189,614.597,0.459,,,8278.461,8.314,6.64,6.289,10.467,5.263,2.843,3.585,3.9,0.921,0.898,5.399,2.135,,1.004,1.63,3.577,5.119,,4.609,0.032,0.031,0.069,0.006,3116.76,3147.64,-175.438,-7.451
India,2017,IND,1354195712.0,8275647004672.0,121.047,0.089,2426.607,71.949,3.056,2547.878,28.7,1.139,1.881,0.308,0.296,1.792,0.293,0.282,1551.256,1.146,2273.49,1.679,0.275,2069.788,46609.336,85909.523,30056.744,158.944,2062.113,41994.637,12261.747,,6346.354,1.038,2.823,0.002,118.922,0.088,2.414,2.394,121.271,0.09,690.35,0.51,259.3,0.191,632.558,0.467,,,8594.206,8.046,6.736,6.277,10.706,5.372,2.931,3.631,4.033,0.917,0.923,5.383,2.202,,0.729,1.67,2.657,5.177,,4.641,0.032,0.032,0.07,0.006,3241.44,3269.58,-153.117,-6.31
India,2018,IND,1369003264.0,8835757506560.0,138.965,0.102,2593.058,166.451,6.859,2718.08,170.203,6.68,1.985,0.308,0.299,1.894,0.293,0.286,1668.318,1.219,2425.254,1.772,0.274,2208.753,49202.395,88627.594,31725.062,161.434,2188.314,42119.66,12918.831,,6633.665,1.028,2.49,0.002,126.201,0.092,2.51,2.488,125.022,0.091,698.39,0.51,265.4,0.194,657.084,0.48,,,9081.509,8.875,7.053,6.621,11.33,5.509,3.024,3.682,4.174,0.91,0.948,5.369,2.269,,0.611,1.683,2.918,5.356,,4.674,0.033,0.033,0.072,0.006,3406.53,3436.07,-167.803,-6.471
India,2019,IND,1383112064.0,,143.664,0.104,2612.888,19.83,0.765,2708.915,-9.166,-0.337,1.959,,0.291,1.889,,0.281,1661.94,1.202,2447.512,1.77,,2352.417,51815.281,91336.516,33387.0,163.888,2316.99,42215.688,13594.984,,6731.805,,2.454,0.002,128.676,0.093,2.467,2.444,96.027,0.069,698.12,0.505,272.13,0.197,676.154,0.489,,,9310.841,8.891,7.054,6.506,11.318,5.64,3.114,3.73,4.309,0.902,0.971,5.35,2.337,,0.564,1.688,2.089,5.463,,4.707,0.033,0.034,0.073,0.006,3380.31,3412.42,-165.376,-6.329
India,2020,IND,1396387072.0,,122.908,0.088,2421.552,-191.336,-7.323,2494.395,-214.52,-7.919,1.786,,0.283,1.734,,0.275,1561.799,1.118,2247.732,1.61,,2475.325,54236.836,93830.906,34948.801,166.694,2444.984,42288.523,14201.029,,6317.096,,2.806,0.002,127.994,0.092,2.292,2.268,72.843,0.052,698.5,0.5,279.92,0.2,606.045,0.434,,,8821.111,7.526,6.917,6.347,10.979,5.711,3.192,3.772,4.43,0.897,0.993,5.33,2.397,,0.704,1.694,1.696,5.56,,4.737,0.034,0.035,0.075,0.006,3166.95,3200.82,-173.82,-7.178
India,2021,IND,1407563904.0,,149.033,0.106,2674.222,252.67,10.434,2725.703,231.308,9.273,1.936,,0.284,1.9,,0.279,1767.297,1.256,2447.725,1.739,,2624.359,56911.059,96556.617,36716.098,169.465,2578.176,42340.008,14822.958,,6809.62,,2.772,0.002,133.192,0.095,,,51.481,0.037,,,,,621.928,0.442,,,9584.976,8.806,7.264,6.626,11.796,5.827,3.279,3.818,4.567,0.893,1.015,5.308,2.454,,0.687,1.681,1.191,5.401,,4.769,0.034,0.036,0.077,0.006,,,-226.497,-8.47
India,2022,IND,1417173120.0,,164.323,0.116,2829.644,155.422,5.812,2864.052,138.349,5.076,2.021,,0.283,1.997,,0.28,1854.258,1.308,,,,2788.681,59740.699,99420.656,38570.355,172.389,2702.185,42374.418,15507.09,,7143.406,,2.924,0.002,124.009,0.088,,,34.408,0.024,,,,,684.131,0.483,,,10123.443,10.235,7.617,6.908,12.184,5.979,3.37,3.868,4.708,0.89,1.032,5.284,2.518,,0.736,1.6,0.798,5.76,,,,,,,,,,
Indonesia,2000,IDN,214072416.0,1138300026880.0,16.446,0.077,281.33,-10.671,-3.654,1117.817,-334.155,-23.014,5.222,0.982,0.961,1.314,0.247,0.242,50.906,0.238,239.951,1.121,0.211,201.929,5286.044,65291.844,475.348,306.911,1022.822,71570.117,3279.035,,5435.436,1.022,8.57,0.04,48.592,0.227,3.112,5.27,836.486,3.907,347.89,1.625,45.45,0.212,156.816,0.733,,,1163.577,2.28,1.103,3.62,0.553,1.097,0.505,3.763,0.091,2.72,0.838,10.323,0.897,,2.468,1.027,15.561,1.526,,3.124,0.008,0.026,0.035,0.001,1128.24,666.12,-41.38,-14.709
Indonesia,2001,IDN,217112432.0,1185220919296.0,18.462,0.085,317.027,35.697,12.689,1144.792,26.975,2.413,5.273,0.966,0.919,1.46,0.267,0.254,64.629,0.298,266.262,1.226,0.225,220.39,5603.072,66436.633,539.977,315.614,1083.985,72397.891,3443.105,,5740.435,1.052,8.704,0.04,61.163,0.282,3.137,4.41,827.764,3.813,341.42,1.573,45.58,0.21,164.07,0.756,,,1246.32,2.449,1.235,3.728,0.698,1.15,0.523,3.763,0.101,2.716,0.855,10.368,0.916,,2.592,1.286,16.436,1.584,,3.14,0.008,0.026,0.036,0.001,957.49,681.09,-50.765,-16.013
Indonesia,2002,IDN,220115088.0,1244249980928.0,18.137,0.082,308.486,-8.541,-2.694,1384.725,239.934,20.959,6.291,1.113,1.082,1.401,0.248,0.241,66.665,0.303,275.482,1.252,0.221,238.527,5911.558,67821.359,606.642,322.691,1143.749,73474.133,3599.948,,5815.386,1.029,7.077,0.032,59.764,0.272,3.102,6.544,1076.239,4.889,451.05,2.049,49.4,0.224,156.843,0.713,,,1280.054,2.32,1.175,4.377,0.688,1.196,0.538,3.773,0.111,2.701,0.869,10.441,0.932,,2.179,1.219,19.985,1.517,,3.172,0.009,0.027,0.037,0.001,1440.37,682.87,-33.004,-10.699
Indonesia,2003,IDN,223080128.0,1309811277824.0,17.811,0.08,339.357,30.872,10.007,1075.352,-309.373,-22.342,4.82,0.821,0.774,1.521,0.259,0.244,89.49,0.401,317.035,1.421,0.242,256.338,6250.916,68896.711,696.132,329.639,1206.411,74210.125,3762.396,,6224.941,1.06,6.947,0.031,62.662,0.281,3.163,4.964,735.995,3.299,359.95,1.614,48.42,0.217,162.447,0.728,,,1388.661,2.071,1.227,3.212,0.85,1.232,0.555,3.763,0.126,2.682,0.882,10.459,0.948,,2.016,1.233,12.617,1.53,,3.191,0.009,0.028,0.038,0.001,1107.33,705.53,-22.322,-6.578
Indonesia,2004,IDN,225938592.0,1381839929344.0,19.047,0.084,343.022,3.664,1.08,1178.733,103.381,9.614,5.217,0.853,0.857,1.518,0.248,0.249,82.216,0.364,322.462,1.427,0.233,275.385,6593.937,70075.445,778.348,335.617,1268.297,75045.828,3936.291,,6087.679,0.995,5.978,0.026,61.886,0.274,3.156,6.458,835.711,3.699,439.62,1.946,51.51,0.228,173.895,0.77,,,1375.442,2.12,1.199,3.465,0.756,1.269,0.571,3.758,0.138,2.657,0.893,10.497,0.965,,1.745,1.176,15.494,1.579,,3.203,0.009,0.028,0.039,0.001,1459.03,713.13,-20.559,-5.994
Indonesia,2005,IDN,228805152.0,1467344879616.0,18.527,0.081,347.617,4.596,1.34,1126.777,-51.955,-4.408,4.925,0.768,0.796,1.519,0.237,0.246,94.222,0.412,328.196,1.434,0.224,293.911,6941.554,71202.227,872.57,341.28,1322.747,75825.0,4111.045,,6186.437,0.965,5.663,0.025,54.451,0.238,3.109,5.189,779.16,3.405,370.9,1.621,51.04,0.223,174.754,0.764,,,1415.489,1.922,1.175,3.268,0.816,1.297,0.586,3.749,0.151,2.629,0.897,10.534,0.982,,1.627,1.013,15.928,1.573,,3.208,0.009,0.029,0.04,0.001,1187.32,711.33,-19.421,-5.587
Indonesia,2006,IDN,231797424.0,1555183173632.0,19.047,0.082,346.633,-0.984,-0.283,1611.766,484.988,43.042,6.953,1.036,1.119,1.495,0.223,0.241,111.641,0.482,329.626,1.422,0.212,312.958,7288.188,72813.984,984.211,347.301,1380.173,77090.125,4263.545,,6211.292,0.926,6.021,0.026,57.426,0.248,3.185,6.949,1265.132,5.458,466.99,2.015,53.99,0.233,152.499,0.658,,,1439.761,1.812,1.133,4.497,0.915,1.319,0.6,3.763,0.167,2.606,0.902,10.632,0.991,,1.732,1.036,24.168,1.36,,3.23,0.009,0.03,0.041,0.002,1610.81,738.26,-17.007,-4.906
Indonesia,2007,IDN,234858288.0,1661589520384.0,19.567,0.083,387.858,41.225,11.893,922.997,-688.768,-42.734,3.93,0.555,0.597,1.651,0.233,0.251,140.066,0.596,367.933,1.567,0.221,332.525,7676.045,73736.984,1124.276,352.224,1437.251,77625.266,4429.77,,6579.23,0.93,4.923,0.021,57.078,0.243,3.191,4.479,535.139,2.279,324.78,1.383,53.17,0.226,166.225,0.708,,,1545.187,1.733,1.231,2.56,1.095,1.338,0.616,3.741,0.187,2.576,0.906,10.639,1.004,,1.434,0.996,11.746,1.478,,3.232,0.01,0.03,0.041,0.002,1051.98,749.38,-19.925,-5.137
Indonesia,2008,IDN,237936544.0,1793465253888.0,20.542,0.086,365.718,-22.14,-5.708,962.75,39.752,4.307,4.046,0.537,0.616,1.537,0.204,0.234,121.845,0.512,367.99,1.547,0.205,353.066,8041.764,74699.734,1246.121,356.94,1497.564,78222.297,4588.072,,6569.101,0.872,4.716,0.02,60.313,0.253,3.122,4.36,597.031,2.509,317.08,1.333,55.13,0.232,158.303,0.665,,,1563.029,1.797,1.141,2.617,0.923,1.358,0.629,3.72,0.203,2.548,0.91,10.652,1.014,,1.409,1.023,12.594,1.413,,3.234,0.01,0.031,0.042,0.002,1037.5,742.75,2.271,0.621
Indonesia,2009,IDN,240981296.0,1886334484480.0,19.437,0.081,398.942,33.224,9.085,1275.495,312.746,32.485,5.293,0.676,0.794,1.655,0.211,0.248,128.274,0.532,395.302,1.64,0.21,372.503,8440.705,75975.227,1374.395,362.37,1562.105,79098.844,4769.333,,6662.824,0.851,5.43,0.023,64.541,0.268,3.164,5.955,876.553,3.637,407.73,1.692,59.49,0.247,181.26,0.752,,,1605.616,1.654,1.267,3.473,0.984,1.371,0.644,3.716,0.219,2.528,0.917,10.695,1.029,,1.643,1.123,16.74,1.654,,3.25,0.01,0.031,0.043,0.002,1434.93,762.56,-3.64,-0.912
Indonesia,2010,IDN,244016176.0,2015864815616.0,19.461,0.08,445.806,46.864,11.747,944.802,-330.693,-25.927,3.872,0.469,0.544,1.827,0.221,0.257,152.667,0.626,445.443,1.825,0.221,391.964,8886.512,76920.039,1527.062,366.644,1635.835,79597.844,4965.007,,7121.819,0.862,4.274,0.018,73.73,0.302,3.23,4.435,498.996,2.045,318.29,1.304,57.82,0.237,195.674,0.802,,,1737.839,1.551,1.339,2.455,1.095,1.379,0.662,3.692,0.238,2.498,0.927,10.688,1.046,,1.252,1.191,9.638,1.727,,3.254,0.01,0.032,0.044,0.002,1082.12,788.13,-0.363,-0.081
